"product_id","count"
"200498","72"
"200499","55"
"200500","63"
"200501","52"
"200502","65"
"200503","77"
"200504","74"
"200505","58"
"200506","52"
"200507","63"
"200508","51"
"200509","79"
"200510","56"
"200511","61"
"200512","57"
"200513","63"
"200514","52"
"200515","57"
"200516","52"
"200517","59"
"200518","42"
"200519","56"
"200520","57"
"200521","63"
"200522","62"
"200523","53"
"200524","65"
"200525","68"
"200526","65"
"200527","68"
"200528","60"
"200529","54"
"200530","49"
"200531","59"
"200532","59"
"200533","63"
"200534","63"
"200535","70"
"200536","54"
"200537","54"
"200538","65"
"200539","53"
"200540","62"
"200541","57"
"200542","56"
"200543","57"
"200544","61"
"200545","60"
"200546","60"
"200547","67"
"200548","55"
"200549","78"
"200550","54"
"200551","55"
"200552","40"
"200553","60"
"200554","45"
"200555","66"
"200556","75"
"200557","73"
"200558","62"
"200559","66"
"200560","49"
"200561","76"
"200562","57"
"200563","48"
"200564","61"
"200565","62"
"200566","69"
"200567","63"
"200568","65"
"200569","64"
"200570","64"
"200571","56"
"200572","50"
"200573","47"
"200574","75"
"200575","63"
"200576","43"
"200577","62"
"200578","70"
"200579","61"
"200580","51"
"200581","68"
"200582","57"
"200583","53"
"200584","62"
"200585","68"
"200586","48"
"200587","72"
"200588","46"
"200589","54"
"200590","48"
"200591","56"
"200592","57"
"200593","54"
"200594","76"
"200595","66"
"200596","66"
"200597","67"
"200598","64"
"200599","50"
"200600","65"
"200601","48"
"200602","45"
"200603","70"
"200604","64"
"200605","59"
"200606","57"
"200607","44"
"200608","62"
"200609","54"
"200610","61"
"200611","59"
"200612","50"
"200613","52"
"200614","70"
"200615","56"
"200616","55"
"200617","54"
"200618","60"
"200619","63"
"200620","56"
"200621","71"
"200622","56"
"200623","65"
"200624","56"
"200625","68"
"200626","56"
"200627","62"
"200628","66"
"200629","61"
"200630","67"
"200631","59"
"200632","60"
"200633","62"
"200634","46"
"200635","62"
"200636","54"
"200637","75"
"200638","63"
"200639","67"
"200640","64"
"200641","70"
"200642","51"
"200643","55"
"200644","56"
"200645","48"
"200646","64"
"200647","51"
"200648","63"
"200649","55"
"200650","51"
"200651","71"
"200652","55"
"200653","58"
"200654","60"
"200655","86"
"200656","62"
"200657","67"
"200658","66"
"200659","60"
"200660","58"
"200661","62"
"200662","72"
"200663","65"
"200664","48"
"200665","55"
"200666","66"
"200667","71"
"200668","65"
"200669","59"
"200670","64"
"200671","66"
"200672","58"
"200673","78"
"200674","56"
"200675","62"
"200676","64"
"200677","58"
"200678","53"
"200679","64"
"200680","56"
"200681","62"
"200682","51"
"200683","64"
"200684","92"
"200685","52"
"200686","59"
"200687","65"
"200688","50"
"200689","60"
"200690","59"
"200691","58"
"200692","68"
"200693","53"
"200694","52"
"200695","64"
"200696","57"
"200697","67"
"200698","70"
"200699","52"
"200700","60"
"200701","47"
"200702","57"
"200703","74"
"200704","60"
"200705","59"
"200706","49"
"200707","66"
"200708","59"
"200709","59"
"200710","57"
"200711","62"
"200712","58"
"200713","61"
"200714","67"
"200715","91"
"200716","50"
"200717","59"
"200718","59"
"200719","63"
"200720","54"
"200721","49"
"200722","60"
"200723","73"
"200724","58"
"200725","53"
"200726","60"
"200727","59"
"200728","51"
"200729","73"
"200730","56"
"200731","64"
"200732","43"
"200733","65"
"200734","62"
"200735","52"
"200736","60"
"200737","52"
"200738","67"
"200739","57"
"200740","56"
"200741","56"
"200742","49"
"200743","63"
"200744","57"
"200745","63"
"200746","50"
"200747","60"
"200748","51"
"200749","61"
"200750","63"
"200751","60"
"200752","63"
"200753","59"
"200754","51"
"200755","57"
"200756","50"
"200757","64"
"200758","56"
"200759","57"
"200760","74"
"200761","57"
"200762","63"
"200763","61"
"200764","58"
"200765","54"
"200766","67"
"200767","62"
"200768","69"
"200769","63"
"200770","75"
"200771","60"
"200772","61"
"200773","61"
"200774","59"
"200775","70"
"200776","59"
"200777","64"
"200778","54"
"200779","71"
"200780","68"
"200781","65"
"200782","42"
"200783","53"
"200784","77"
"200785","57"
"200786","63"
"200787","61"
"200788","50"
"200789","75"
"200790","50"
"200791","50"
"200792","52"
"200793","69"
"200794","57"
"200795","46"
"200796","63"
"200797","59"
"200798","54"
"200799","59"
"200800","58"
"200801","54"
"200802","58"
"200803","70"
"200804","61"
"200805","63"
"200806","68"
"200807","52"
"200808","65"
"200809","61"
"200810","64"
"200811","65"
"200812","63"
"200813","57"
"200814","77"
"200815","54"
"200816","63"
"200817","58"
"200818","70"
"200819","40"
"200820","67"
"200821","53"
"200822","63"
"200823","60"
"200824","68"
"200825","56"
"200826","65"
"200827","53"
"200828","58"
"200829","54"
"200830","79"
"200831","60"
"200832","50"
"200833","53"
"200834","61"
"200835","63"
"200836","57"
"200837","65"
"200838","69"
"200839","55"
"200840","61"
"200841","66"
"200842","57"
"200843","63"
"200844","72"
"200845","50"
"200846","64"
"200847","47"
"200848","54"
"200849","57"
"200850","54"
"200851","71"
"200852","33"
"200853","61"
"200854","63"
"200855","64"
"200856","44"
"200857","60"
"200858","59"
"200859","63"
"200860","59"
"200861","60"
"200862","64"
"200863","58"
"200864","74"
"200865","67"
"200866","57"
"200867","63"
"200868","58"
"200869","62"
"200870","55"
"200871","63"
"200872","61"
"200873","55"
"200874","42"
"200875","64"
"200876","55"
"200877","50"
"200878","68"
"200879","57"
"200880","52"
"200881","73"
"200882","73"
"200883","63"
"200884","63"
"200885","62"
"200886","53"
"200887","53"
"200888","58"
"200889","54"
"200890","59"
"200891","60"
"200892","59"
"200893","61"
"200894","52"
"200895","55"
"200896","54"
"200897","64"
"200898","42"
"200899","59"
"200900","62"
"200901","74"
"200902","69"
"200903","61"
"200904","51"
"200905","47"
"200906","51"
"200907","64"
"200908","62"
"200909","53"
"200910","52"
"200911","69"
"200912","53"
"200913","56"
"200914","54"
"200915","79"
"200916","60"
"200917","44"
"200918","56"
"200919","42"
"200920","59"
"200921","63"
"200922","63"
"200923","59"
"200924","52"
"200925","57"
"200926","65"
"200927","57"
"200928","52"
"200929","55"
"200930","61"
"200931","81"
"200932","68"
"200933","67"
"200934","52"
"200935","58"
"200936","53"
"200937","50"
"200938","45"
"200939","54"
"200940","53"
"200941","59"
"200942","55"
"200943","74"
"200944","59"
"200945","43"
"200946","71"
"200947","61"
"200948","58"
"200949","51"
"200950","48"
"200951","60"
"200952","55"
"200953","56"
"200954","50"
"200955","65"
"200956","54"
"200957","46"
"200958","56"
"200959","55"
"200960","63"
"200961","58"
"200962","51"
"200963","53"
"200964","71"
"200965","66"
"200966","54"
"200967","60"
"200968","62"
"200969","68"
"200970","52"
"200971","70"
"200972","54"
"200973","61"
"200974","60"
"200975","47"
"200976","63"
"200977","65"
"200978","70"
"200979","74"
"200980","58"
"200981","65"
"200982","54"
"200983","66"
"200984","61"
"200985","70"
"200986","58"
"200987","62"
"200988","59"
"200989","59"
"200990","50"
"200991","47"
"200992","64"
"200993","56"
"200994","54"
"200995","63"
"200996","50"
"200997","49"
"200998","55"
"200999","63"
"201000","53"
"201001","63"
"201002","58"
"201003","49"
"201004","67"
"201005","77"
"201006","59"
"201007","63"
"201008","49"
"201009","53"
"201010","60"
"201011","44"
"201012","65"
"201013","55"
"201014","54"
"201015","66"
"201016","60"
"201017","60"
"201018","59"
"201019","55"
"201020","50"
"201021","46"
"201022","62"
"201023","52"
"201024","60"
"201025","54"
"201026","50"
"201027","78"
"201028","52"
"201029","63"
"201030","50"
"201031","56"
"201032","44"
"201033","56"
"201034","63"
"201035","49"
"201036","55"
"201037","67"
"201038","54"
"201039","61"
"201040","55"
"201041","56"
"201042","66"
"201043","55"
"201044","75"
"201045","53"
"201046","66"
"201047","66"
"201048","57"
"201049","59"
"201050","74"
"201051","69"
"201052","62"
"201053","68"
"201054","64"
"201055","57"
"201056","75"
"201057","56"
"201058","69"
"201059","79"
"201060","65"
"201061","65"
"201062","60"
"201063","40"
"201064","62"
"201065","62"
"201066","55"
"201067","67"
"201068","62"
"201069","61"
"201070","76"
"201071","58"
"201072","66"
"201073","57"
"201074","62"
"201075","48"
"201076","45"
"201077","54"
"201078","39"
"201079","66"
"201080","67"
"201081","55"
"201082","59"
"201083","51"
"201084","63"
"201085","50"
"201086","62"
"201087","58"
"201088","56"
"201089","49"
"201090","62"
"201091","56"
"201092","62"
"201093","52"
"201094","50"
"201095","59"
"201096","65"
"201097","66"
"201098","56"
"201099","69"
"201100","59"
"201101","63"
"201102","66"
"201103","67"
"201104","67"
"201105","59"
"201106","61"
"201107","64"
"201108","40"
"201109","67"
"201110","53"
"201111","46"
"201112","70"
"201113","60"
"201114","60"
"201115","72"
"201116","69"
"201117","49"
"201118","53"
"201119","55"
"201120","59"
"201121","52"
"201122","64"
"201123","63"
"201124","59"
"201125","66"
"201126","52"
"201127","62"
"201128","60"
"201129","68"
"201130","59"
"201131","63"
"201132","52"
"201133","70"
"201134","60"
"201135","62"
"201136","59"
"201137","66"
"201138","66"
"201139","63"
"201140","50"
"201141","77"
"201142","46"
"201143","69"
"201144","53"
"201145","53"
"201146","61"
"201147","62"
"201148","62"
"201149","61"
"201150","47"
"201151","59"
"201152","52"
"201153","60"
"201154","54"
"201155","58"
"201156","46"
"201157","57"
"201158","55"
"201159","43"
"201160","69"
"201161","48"
"201162","65"
"201163","47"
"201164","71"
"201165","71"
"201166","64"
"201167","56"
"201168","73"
"201169","49"
"201170","53"
"201171","62"
"201172","64"
"201173","56"
"201174","61"
"201175","52"
"201176","70"
"201177","64"
"201178","60"
"201179","48"
"201180","59"
"201181","65"
"201182","51"
"201183","57"
"201184","53"
"201185","59"
"201186","64"
"201187","76"
"201188","60"
"201189","63"
"201190","52"
"201191","64"
"201192","56"
"201193","53"
"201194","68"
"201195","49"
"201196","69"
"201197","77"
"201198","63"
"201199","65"
"201200","57"
"201201","65"
"201202","51"
"201203","55"
"201204","65"
"201205","49"
"201206","82"
"201207","59"
"201208","49"
"201209","74"
"201210","48"
"201211","67"
"201212","59"
"201213","66"
"201214","56"
"201215","59"
"201216","75"
"201217","62"
"201218","51"
"201219","80"
"201220","54"
"201221","52"
"201222","54"
"201223","66"
"201224","62"
"201225","63"
"201226","55"
"201227","70"
"201228","59"
"201229","60"
"201230","53"
"201231","68"
"201232","84"
"201233","75"
"201234","73"
"201235","72"
"201236","46"
"201237","47"
"201238","61"
"201239","59"
"201240","74"
"201241","71"
"201242","69"
"201243","52"
"201244","75"
"201245","54"
"201246","58"
"201247","65"
"201248","56"
"201249","65"
"201250","47"
"201251","64"
"201252","54"
"201253","77"
"201254","60"
"201255","61"
"201256","55"
"201257","56"
"201258","46"
"201259","77"
"201260","55"
"201261","58"
"201262","59"
"201263","66"
"201264","70"
"201265","55"
"201266","53"
"201267","65"
"201268","43"
"201269","48"
"201270","52"
"201271","57"
"201272","70"
"201273","60"
"201274","64"
"201275","60"
"201276","60"
"201277","63"
"201278","68"
"201279","72"
"201280","63"
"201281","61"
"201282","57"
"201283","49"
"201284","47"
"201285","64"
"201286","67"
"201287","73"
"201288","50"
"201289","57"
"201290","67"
"201291","53"
"201292","51"
"201293","45"
"201294","61"
"201295","64"
"201296","52"
"201297","58"
"201298","62"
"201299","59"
"201300","58"
"201301","56"
"201302","66"
"201303","66"
"201304","79"
"201305","55"
"201306","53"
"201307","64"
"201308","64"
"201309","59"
"201310","51"
"201311","58"
"201312","65"
"201313","64"
"201314","70"
"201315","58"
"201316","60"
"201317","49"
"201318","54"
"201319","63"
"201320","63"
"201321","67"
"201322","55"
"201323","58"
"201324","51"
"201325","72"
"201326","65"
"201327","53"
"201328","60"
"201329","81"
"201330","80"
"201331","56"
"201332","64"
"201333","50"
"201334","59"
"201335","71"
"201336","57"
"201337","51"
"201338","60"
"201339","58"
"201340","53"
"201341","48"
"201342","73"
"201343","57"
"201344","63"
"201345","54"
"201346","58"
"201347","54"
"201348","48"
"201349","56"
"201350","68"
"201351","55"
"201352","64"
"201353","67"
"201354","60"
"201355","58"
"201356","69"
"201357","67"
"201358","56"
"201359","57"
"201360","43"
"201361","55"
"201362","67"
"201363","54"
"201364","43"
"201365","61"
"201366","63"
"201367","56"
"201368","59"
"201369","42"
"201370","47"
"201371","54"
"201372","56"
"201373","81"
"201374","56"
"201375","57"
"201376","58"
"201377","57"
"201378","47"
"201379","60"
"201380","54"
"201381","73"
"201382","46"
"201383","58"
"201384","69"
"201385","53"
"201386","71"
"201387","57"
"201388","57"
"201389","53"
"201390","80"
"201391","76"
"201392","60"
"201393","46"
"201394","60"
"201395","57"
"201396","73"
"201397","47"
"201398","59"
"201399","55"
"201400","51"
"201401","65"
"201402","50"
"201403","44"
"201404","68"
"201405","50"
"201406","49"
"201407","73"
"201408","51"
"201409","66"
"201410","57"
"201411","50"
"201412","64"
"201413","69"
"201414","60"
"201415","51"
"201416","59"
"201417","51"
"201418","51"
"201419","72"
"201420","57"
"201421","52"
"201422","55"
"201423","70"
"201424","64"
"201425","54"
"201426","51"
"201427","68"
"201428","57"
"201429","48"
"201430","49"
"201431","69"
"201432","52"
"201433","57"
"201434","57"
"201435","69"
"201436","70"
"201437","65"
"201438","61"
"201439","72"
"201440","69"
"201441","61"
"201442","64"
"201443","56"
"201444","67"
"201445","53"
"201446","55"
"201447","48"
"201448","64"
"201449","58"
"201450","55"
"201451","63"
"201452","71"
"201453","57"
"201454","70"
"201455","45"
"201456","60"
"201457","62"
"201458","56"
"201459","64"
"201460","60"
"201461","52"
"201462","56"
"201463","55"
"201464","58"
"201465","64"
"201466","47"
"201467","62"
"201468","55"
"201469","65"
"201470","72"
"201471","73"
"201472","60"
"201473","72"
"201474","53"
"201475","67"
"201476","62"
"201477","53"
"201478","69"
"201479","51"
"201480","60"
"201481","66"
"201482","49"
"201483","62"
"201484","65"
"201485","52"
"201486","69"
"201487","61"
"201488","61"
"201489","57"
"201490","46"
"201491","50"
"201492","57"
"201493","50"
"201494","65"
"201495","56"
"201496","76"
"201497","60"
"201498","61"
"201499","54"
"201500","73"
"201501","58"
"201502","58"
"201503","51"
"201504","66"
"201505","60"
"201506","58"
"201507","71"
"201508","55"
"201509","50"
"201510","48"
"201511","66"
"201512","59"
"201513","54"
"201514","65"
"201515","64"
"201516","52"
"201517","52"
"201518","68"
"201519","39"
"201520","55"
"201521","77"
"201522","52"
"201523","66"
"201524","73"
"201525","52"
"201526","62"
"201527","51"
"201528","51"
"201529","61"
"201530","65"
"201531","53"
"201532","57"
"201533","56"
"201534","50"
"201535","55"
"201536","69"
"201537","52"
"201538","59"
"201539","43"
"201540","54"
"201541","51"
"201542","62"
"201543","57"
"201544","58"
"201545","56"
"201546","62"
"201547","63"
"201548","62"
"201549","56"
"201550","59"
"201551","47"
"201552","55"
"201553","65"
"201554","67"
"201555","65"
"201556","53"
"201557","70"
"201558","69"
"201559","66"
"201560","48"
"201561","52"
"201562","54"
"201563","50"
"201564","52"
"201565","49"
"201566","52"
"201567","47"
"201568","59"
"201569","59"
"201570","65"
"201571","62"
"201572","59"
"201573","55"
"201574","58"
"201575","67"
"201576","68"
"201577","58"
"201578","62"
"201579","59"
"201580","55"
"201581","50"
"201582","64"
"201583","52"
"201584","64"
"201585","40"
"201586","51"
"201587","54"
"201588","66"
"201589","73"
"201590","60"
"201591","67"
"201592","61"
"201593","57"
"201594","66"
"201595","56"
"201596","60"
"201597","61"
"201598","61"
"201599","61"
"201600","71"
"201601","67"
"201602","51"
"201603","71"
"201604","64"
"201605","62"
"201606","72"
"201607","71"
"201608","56"
"201609","60"
"201610","60"
"201611","38"
"201612","61"
"201613","53"
"201614","57"
"201615","65"
"201616","71"
"201617","57"
"201618","57"
"201619","59"
"201620","63"
"201621","56"
"201622","66"
"201623","52"
"201624","58"
"201625","46"
"201626","50"
"201627","48"
"201628","75"
"201629","50"
"201630","63"
"201631","63"
"201632","52"
"201633","68"
"201634","69"
"201635","58"
"201636","53"
"201637","68"
"201638","68"
"201639","52"
"201640","52"
"201641","59"
"201642","67"
"201643","72"
"201644","50"
"201645","74"
"201646","52"
"201647","65"
"201648","60"
"201649","68"
"201650","58"
"201651","63"
"201652","60"
"201653","71"
"201654","45"
"201655","57"
"201656","51"
"201657","52"
"201658","60"
"201659","60"
"201660","61"
"201661","57"
"201662","51"
"201663","61"
"201664","59"
"201665","70"
"201666","55"
"201667","55"
"201668","61"
"201669","57"
"201670","51"
"201671","68"
"201672","55"
"201673","54"
"201674","65"
"201675","71"
"201676","63"
"201677","54"
"201678","61"
"201679","55"
"201680","65"
"201681","52"
"201682","49"
"201683","58"
"201684","61"
"201685","67"
"201686","52"
"201687","55"
"201688","61"
"201689","55"
"201690","63"
"201691","66"
"201692","50"
"201693","63"
"201694","57"
"201695","60"
"201696","59"
"201697","72"
"201698","67"
"201699","50"
"201700","58"
"201701","56"
"201702","67"
"201703","59"
"201704","57"
"201705","52"
"201706","61"
"201707","61"
"201708","46"
"201709","58"
"201710","55"
"201711","59"
"201712","76"
"201713","60"
"201714","57"
"201715","57"
"201716","54"
"201717","79"
"201718","67"
"201719","63"
"201720","68"
"201721","60"
"201722","69"
"201723","60"
"201724","62"
"201725","64"
"201726","57"
"201727","64"
"201728","64"
"201729","62"
"201730","64"
"201731","61"
"201732","50"
"201733","73"
"201734","61"
"201735","59"
"201736","52"
"201737","59"
"201738","53"
"201739","62"
"201740","42"
"201741","58"
"201742","64"
"201743","68"
"201744","66"
"201745","80"
"201746","54"
"201747","81"
"201748","66"
"201749","57"
"201750","57"
"201751","69"
"201752","58"
"201753","66"
"201754","43"
"201755","56"
"201756","48"
"201757","54"
"201758","68"
"201759","63"
"201760","51"
"201761","58"
"201762","64"
"201763","55"
"201764","52"
"201765","75"
"201766","54"
"201767","68"
"201768","62"
"201769","55"
"201770","67"
"201771","67"
"201772","44"
"201773","56"
"201774","47"
"201775","55"
"201776","47"
"201777","73"
"201778","64"
"201779","43"
"201780","67"
"201781","68"
"201782","62"
"201783","60"
"201784","50"
"201785","55"
"201786","61"
"201787","50"
"201788","68"
"201789","59"
"201790","64"
"201791","59"
"201792","67"
"201793","65"
"201794","60"
"201795","56"
"201796","51"
"201797","56"
"201798","61"
"201799","71"
"201800","66"
"201801","56"
"201802","66"
"201803","64"
"201804","74"
"201805","56"
"201806","57"
"201807","47"
"201808","41"
"201809","67"
"201810","66"
"201811","62"
"201812","59"
"201813","55"
"201814","58"
"201815","66"
"201816","54"
"201817","55"
"201818","52"
"201819","70"
"201820","66"
"201821","71"
"201822","55"
"201823","74"
"201824","51"
"201825","50"
"201826","70"
"201827","55"
"201828","56"
"201829","60"
"201830","62"
"201831","67"
"201832","71"
"201833","51"
"201834","62"
"201835","60"
"201836","53"
"201837","63"
"201838","65"
"201839","53"
"201840","54"
"201841","58"
"201842","55"
"201843","55"
"201844","54"
"201845","65"
"201846","42"
"201847","55"
"201848","65"
"201849","52"
"201850","69"
"201851","65"
"201852","65"
"201853","42"
"201854","66"
"201855","52"
"201856","62"
"201857","56"
"201858","60"
"201859","55"
"201860","52"
"201861","60"
"201862","66"
"201863","48"
"201864","57"
"201865","56"
"201866","49"
"201867","50"
"201868","73"
"201869","75"
"201870","70"
"201871","49"
"201872","55"
"201873","46"
"201874","51"
"201875","58"
"201876","55"
"201877","78"
"201878","55"
"201879","71"
"201880","58"
"201881","71"
"201882","52"
"201883","62"
"201884","63"
"201885","60"
"201886","64"
"201887","61"
"201888","63"
"201889","68"
"201890","45"
"201891","69"
"201892","61"
"201893","55"
"201894","71"
"201895","56"
"201896","47"
"201897","52"
"201898","61"
"201899","57"
"201900","57"
"201901","62"
"201902","64"
"201903","59"
"201904","62"
"201905","68"
"201906","66"
"201907","54"
"201908","63"
"201909","45"
"201910","55"
"201911","66"
"201912","68"
"201913","56"
"201914","63"
"201915","58"
"201916","62"
"201917","49"
"201918","63"
"201919","59"
"201920","57"
"201921","56"
"201922","66"
"201923","54"
"201924","58"
"201925","54"
"201926","69"
"201927","68"
"201928","68"
"201929","58"
"201930","64"
"201931","69"
"201932","68"
"201933","52"
"201934","59"
"201935","61"
"201936","59"
"201937","66"
"201938","69"
"201939","55"
"201940","67"
"201941","63"
"201942","66"
"201943","73"
"201944","66"
"201945","62"
"201946","72"
"201947","46"
"201948","60"
"201949","59"
"201950","59"
"201951","68"
"201952","63"
"201953","63"
"201954","61"
"201955","72"
"201956","63"
"201957","66"
"201958","59"
"201959","70"
"201960","73"
"201961","50"
"201962","70"
"201963","63"
"201964","57"
"201965","62"
"201966","61"
"201967","70"
"201968","59"
"201969","63"
"201970","68"
"201971","58"
"201972","51"
"201973","44"
"201974","54"
"201975","54"
"201976","62"
"201977","57"
"201978","71"
"201979","63"
"201980","61"
"201981","63"
"201982","66"
"201983","61"
"201984","63"
"201985","53"
"201986","54"
"201987","59"
"201988","45"
"201989","63"
"201990","58"
"201991","59"
"201992","60"
"201993","53"
"201994","71"
"201995","71"
"201996","64"
"201997","65"
